sido,sigungu,dong,adm_cd,corp_cnt,tot_worker,lat,lon
경기도,안양시 만안구,석수1동,31041600,1281,5502,37.428633,126.926728
경기도,수원시 팔달구,화서2동,31013710,1353,5501,37.284463,126.99076
서울특별시,강동구,명일2동,11250540,1465,5499,37.548518,127.151999
인천광역시,계양구,계산2동,23070540,1395,5492,37.548547,126.720194
서울특별시,종로구,창신1동,11010670,2502,5490,37.572393,127.013719
경기도,성남시 중원구,상대원2동,31022580,1100,5483,37.435271,127.157983
경기도,부천시 소사구,역곡3동,31052601,1793,5483,37.48264,126.815991
경기도,성남시 중원구,금광2동,31022540,2119,5477,37.449657,127.167664
경기도,고양시 덕양구,화전동,31101670,1886,5448,37.603559,126.88372
경기도,안양시 동안구,부흥동,31042540,1756,5445,37.393977,126.94596
경기도,동두천시,불현동,31080560,1655,5443,37.892573,127.108668
경기도,안산시 상록구,일동,31091510,1525,5442,37.313266,126.869903
경기도,안성시,일죽면,31220390,1550,5432,37.098258,127.468862
인천광역시,남동구,장수서창동,23050750,1584,5424,37.451174,126.760731
서울특별시,성북구,월곡1동,11080710,1652,5415,37.607917,127.036544
서울특별시,동대문구,휘경2동,11060730,1109,5403,37.588483,127.064676
경기도,시흥시,장곡동,31150710,1638,5400,37.382712,126.78351
경기도,안양시 만안구,안양8동,31041580,920,5394,37.382067,126.930132
경기도,안양시 동안구,달안동,31042550,1033,5393,37.395982,126.950622
서울특별시,종로구,청운효자동,11010720,1428,5392,37.584427,126.969911
경기도,평택시,송북동,31070560,1791,5383,37.079014,127.077855
서울특별시,동작구,상도2동,11200540,1634,5372,37.503529,126.942131
경기도,화성시,동탄2동,31240600,1590,5367,37.192382,127.074622
서울특별시,노원구,중계2·3동,11110780,1740,5366,37.643371,127.065988
경기도,수원시 팔달구,지동,31013530,1027,5363,37.280413,127.024967
경기도,용인시 기흥구,동백3동,31192690,1098,5363,37.277145,127.147285
경기도,안양시 만안구,안양4동,31041540,1753,5356,37.397812,126.918681
서울특별시,용산구,서빙고동,11030690,693,5346,37.519569,126.989008
서울특별시,관악구,중앙동,11210610,1565,5341,37.485025,126.95005
인천광역시,부평구,부평6동,23060560,1147,5334,37.486328,126.727096
서울특별시,강동구,천호1동,11250610,2047,5332,37.546746,127.137947
인천광역시,계양구,계산3동,23070550,983,5325,37.539528,126.731687
경기도,성남시 수정구,수진2동,31021590,1439,5320,37.43731,127.126052
서울특별시,강북구,우이동,11090740,1361,5313,37.6603,127.00046
서울특별시,양천구,목3동,11150530,1772,5280,37.545227,126.865533
경기도,부천시 소사구,송내2동,31052541,1531,5279,37.481247,126.768511
경기도,군포시,산본2동,31160550,1411,5276,37.371989,126.931925
인천광역시,서구,원당동,23080870,1755,5272,37.592766,126.697203
경기도,안양시 동안구,호계3동,31042640,1504,5264,37.367238,126.960465
인천광역시,미추홀구,도화1동,23090620,1724,5254,37.462192,126.670242
서울특별시,관악구,미성동,11210830,1821,5250,37.475981,126.915543
경기도,시흥시,배곧1동,31150740,2004,5234,37.376799,126.730447
서울특별시,강동구,고덕2동,11250560,1157,5221,37.564961,127.162068
경기도,양주시,양주1동,31260510,1133,5202,37.785651,127.03446
경기도,성남시 분당구,이매1동,31023600,1309,5199,37.395275,127.133502
서울특별시,구로구,오류1동,11170670,1563,5197,37.496856,126.8417
경기도,하남시,감북동,31180660,1193,5183,37.518886,127.162842
인천광역시,미추홀구,관교동,23090730,1438,5163,37.44281,126.695948
서울특별시,양천구,신월1동,11150570,1899,5159,37.531283,126.834482
경기도,안산시 단원구,와동,31092590,2230,5150,37.339763,126.826783
서울특별시,서대문구,북가좌2동,11130720,2025,5148,37.581176,126.913328
서울특별시,동대문구,전농2동,11060840,1128,5146,37.58079,127.060994
경기도,고양시 일산서구,주엽1동,31104550,1839,5142,37.669646,126.764523
경기도,고양시 덕양구,주교동,31101510,1222,5141,37.661605,126.827708
경기도,의정부시,흥선동,31030670,1413,5140,37.738997,127.018238
경기도,의정부시,신곡1동,31030570,1877,5135,37.731299,127.06442
경기도,의정부시,녹양동,31030640,1436,5132,37.761481,127.030717
서울특별시,양천구,신월7동,11150630,1340,5129,37.520484,126.831126
서울특별시,종로구,삼청동,11010540,963,5114,37.589439,126.982278
경기도,이천시,모가면,31210360,925,5089,37.170657,127.456779
서울특별시,송파구,오륜동,11240590,767,5085,37.517513,127.128707
서울특별시,은평구,신사1동,11120650,1733,5042,37.601072,126.908527
경기도,안산시 상록구,본오2동,31091550,1979,5042,37.295564,126.870006
경기도,시흥시,군자동,31150680,1676,5039,37.356695,126.77994
서울특별시,중구,청구동,11020720,1223,5004,37.557661,127.014947
서울특별시,마포구,염리동,11140610,987,5002,37.549929,126.947502
서울특별시,양천구,신월3동,11150590,1178,4993,37.535095,126.826321
인천광역시,서구,석남1동,23080580,1966,4988,37.511355,126.66825
인천광역시,서구,당하동,23080850,1408,4964,37.588962,126.678883
경기도,광명시,광명6동,31060560,1308,4963,37.467185,126.837199
경기도,안성시,서운면,31220330,735,4949,36.93664,127.26722
경기도,광주시,능평동,31250514,1910,4945,37.352326,127.167619
서울특별시,양천구,목2동,11150520,1839,4944,37.543596,126.874139
경기도,여주시,오학동,31280530,1711,4944,37.316535,127.649132
경기도,안양시 동안구,귀인동,31042610,1580,4924,37.385169,126.967069
경기도,성남시 수정구,고등동,31021650,1291,4921,37.430876,127.080826
경기도,평택시,오성면,31070340,959,4919,37.003495,126.991314
인천광역시,연수구,동춘2동,23040580,1187,4909,37.400959,126.670963
경기도,부천시 원미구,중동,31051611,1848,4904,37.492151,126.768167
서울특별시,중랑구,면목4동,11070540,2445,4901,37.573623,127.085463
경기도,오산시,초평동,31140560,934,4898,37.142769,127.045691
서울특별시,성북구,정릉4동,11080650,1362,4894,37.624132,126.994696
경기도,양평군,용문면,31580400,1893,4881,37.519839,127.588144
인천광역시,계양구,효성1동,23070510,1619,4879,37.534191,126.708278
서울특별시,도봉구,쌍문3동,11100530,1195,4864,37.647692,127.029484
경기도,안양시 만안구,안양3동,31041530,1315,4857,37.397971,126.910557
경기도,안산시 단원구,대부동,31092720,1927,4836,37.249561,126.601216
경기도,성남시 수정구,태평1동,31021540,1621,4832,37.445748,127.123579
서울특별시,은평구,갈현1동,11120550,1661,4829,37.625168,126.914739
서울특별시,영등포구,신길6동,11190680,1585,4828,37.499038,126.913632
인천광역시,계양구,작전1동,23070560,1574,4799,37.529412,126.729821
경기도,성남시 분당구,정자동,31023780,1665,4797,37.36681,127.111111
경기도,화성시,동탄8동,31240710,1547,4785,37.154966,127.111793
경기도,안양시 만안구,안양5동,31041550,973,4782,37.392233,126.92226
서울특별시,구로구,고척2동,11170620,2006,4775,37.505944,126.853488
경기도,수원시 팔달구,우만2동,31013550,1145,4773,37.280134,127.038573
서울특별시,도봉구,쌍문2동,11100520,1423,4762,37.657894,127.036075
서울특별시,성동구,옥수동,11040730,1322,4749,37.540865,127.020489
경기도,부천시 원미구,심곡1동,31051511,1247,4739,37.492506,126.781976
인천광역시,중구,영종동,23010650,1831,4737,37.496848,126.532682
경기도,수원시 팔달구,화서1동,31013700,1967,4710,37.281641,127.001258
경기도,화성시,병점2동,31240540,1619,4706,37.210417,127.044937
서울특별시,마포구,망원2동,11140700,1830,4697,37.559893,126.900248
서울특별시,영등포구,대림1동,11190700,1306,4688,37.493786,126.905279
서울특별시,송파구,거여2동,11240540,1132,4688,37.492061,127.14717
서울특별시,영등포구,대림2동,11190710,2021,4669,37.489607,126.900516
경기도,안산시 상록구,안산동,31091730,1326,4660,37.358443,126.87664
경기도,안성시,보개면,31220310,850,4649,37.056146,127.313858
경기도,양주시,회천3동,31260550,1524,4640,37.825886,127.06758
인천광역시,계양구,계양3동,23070640,1557,4640,37.569323,126.76508
서울특별시,노원구,상계3·4동,11110760,1647,4631,37.675803,127.084238
경기도,안양시 동안구,평안동,31042600,793,4619,37.390238,126.963803
경기도,남양주시,별내면,31130310,1490,4616,37.70996,127.126297
서울특별시,강서구,방화3동,11160761,992,4609,37.582157,126.817562
서울특별시,중구,약수동,11020710,1206,4608,37.550224,127.010354
경기도,안산시 상록구,부곡동,31091570,1526,4599,37.334725,126.869318
경기도,평택시,용이동,31070660,1317,4593,37.001047,127.140202
서울특별시,동작구,사당3동,11200650,1290,4590,37.488798,126.97087
인천광역시,서구,마전동,23080860,1437,4575,37.596353,126.673739
인천광역시,부평구,부개3동,23060680,1646,4569,37.502255,126.738167
경기도,성남시 수정구,신흥3동,31021530,1481,4566,37.443845,127.146572
경기도,양주시,옥정1동,31260561,1360,4562,37.836954,127.100996
서울특별시,양천구,목4동,11150540,1897,4547,37.535427,126.866896
경기도,이천시,장호원읍,31210110,1617,4544,37.134605,127.596421
경기도,용인시 수지구,상현2동,31193580,1663,4540,37.305482,127.087639
서울특별시,강서구,화곡3동,11160580,1599,4533,37.544433,126.834286
서울특별시,강동구,강일동,11250750,1188,4533,37.568986,127.173385
인천광역시,연수구,동춘3동,23040590,875,4522,37.407878,126.678152
인천광역시,남동구,구월2동,23050521,1342,4505,127.203517,128.531316
서울특별시,관악구,인헌동,11210620,1415,4488,37.469611,126.967579
서울특별시,용산구,후암동,11030510,1216,4486,37.549655,126.980448
경기도,수원시 장안구,정자1동,31011560,1327,4480,37.304494,126.989316
인천광역시,계양구,계양1동,23070630,1353,4479,37.571723,126.726022
서울특별시,송파구,잠실2동,11240790,1187,4478,37.517437,127.079313
경기도,고양시 일산서구,일산3동,31104530,1672,4474,37.680527,126.767749
서울특별시,은평구,불광2동,11120720,1690,4463,37.624443,126.928615
경기도,고양시 일산동구,중산1동,31103511,1704,4448,37.690922,126.782846
서울특별시,양천구,신월2동,11150580,1289,4435,37.525184,126.846328
서울특별시,중랑구,면목7동,11070570,1723,4434,37.578912,127.092796
서울특별시,강북구,수유2동,11090640,1628,4434,37.645416,127.019387
서울특별시,송파구,마천2동,11240560,1461,4428,37.500427,127.150683
경기도,부천시 소사구,심곡본동,31052521,1734,4425,37.478612,126.782821
인천광역시,서구,불로대곡동,23080810,1570,4417,37.617794,126.677286
서울특별시,광진구,중곡4동,11050580,1621,4416,37.563865,127.094463
경기도,부천시 원미구,소사동,31051551,555,4416,37.485989,126.795329
경기도,부천시 소사구,소사본1동,31052561,1779,4405,37.47129,126.800375
인천광역시,미추홀구,주안8동,23090720,1311,4404,37.448604,126.685134
경기도,성남시 수정구,신흥1동,31021510,1387,4389,37.440879,127.140515
인천광역시,부평구,산곡2동,23060580,1510,4375,37.503652,126.705422
서울특별시,구로구,가리봉동,11170700,1091,4355,37.483459,126.888203
인천광역시,동구,송림6동,23020630,903,4340,37.481711,126.648152
서울특별시,영등포구,신길1동,11190630,1371,4337,37.512139,126.918339
서울특별시,노원구,월계3동,11110530,1129,4312,37.625296,127.065322
서울특별시,관악구,신사동,11210680,1773,4309,37.485794,126.918656
서울특별시,중구,동화동,11020730,1269,4303,37.561426,127.018659
서울특별시,강서구,화곡본동,11160550,1766,4292,37.542671,126.848111
경기도,광명시,소하2동,31060690,1469,4280,37.435067,126.876525
경기도,고양시 일산동구,마두2동,31103570,1474,4279,37.654297,126.782121
서울특별시,동작구,신대방1동,11200690,1342,4273,37.489971,126.910151
서울특별시,양천구,신정2동,11150650,1477,4271,37.519046,126.874752
서울특별시,금천구,독산2동,11180530,1345,4264,37.463954,126.900484
서울특별시,양천구,신월5동,11150610,1139,4253,37.540854,126.829382
서울특별시,종로구,평창동,11010560,1240,4248,37.615731,126.968023
서울특별시,도봉구,창2동,11100600,1647,4220,37.642665,127.036838
경기도,부천시 오정구,고강본동,31053521,1731,4218,37.529015,126.820864
경기도,의왕시,내손1동,31170540,1472,4209,37.376831,126.977203
경기도,구리시,수택2동,31120570,2129,4206,37.595039,127.143468
경기도,남양주시,퇴계원읍,31130160,1651,4203,37.653517,127.143109
서울특별시,은평구,증산동,11120670,1220,4201,37.584086,126.905932
경기도,안산시 상록구,성포동,31091620,1063,4181,37.321869,126.84894
서울특별시,서대문구,홍제3동,11130640,1400,4173,37.592438,126.951798
경기도,고양시 덕양구,능곡동,31101610,1400,4172,37.627697,126.799829
인천광역시,연수구,연수1동,23040530,1778,4170,37.425106,126.67993
서울특별시,성북구,길음1동,11080660,1525,4161,37.608273,127.019672
서울특별시,중랑구,묵2동,11070650,1795,4148,37.610756,127.074664
경기도,하남시,감일동,31180670,1404,4138,37.503019,127.161838
경기도,수원시 영통구,매탄2동,31014520,1140,4135,37.271413,127.051552
경기도,고양시 덕양구,대덕동,31101680,840,4130,37.589612,126.856186
서울특별시,동대문구,휘경1동,11060720,1272,4129,37.59296,127.061557
서울특별시,노원구,중계1동,11110610,1299,4129,37.650302,127.073509
경기도,성남시 분당구,정자3동,31023560,626,4129,37.357592,127.123037
인천광역시,중구,개항동,23010670,976,4129,37.47607,126.608033
서울특별시,종로구,부암동,11010550,885,4117,37.596945,126.963524
서울특별시,강남구,개포2동,11230800,1290,4108,37.484762,127.069056
서울특별시,노원구,중계4동,11110640,1259,4098,37.659303,127.082448
인천광역시,남동구,만수5동,23050630,1598,4094,37.457426,126.726354
인천광역시,서구,아라동,23080880,1322,4057,37.591193,126.711288
서울특별시,중랑구,중화1동,11070610,1378,4020,37.604197,127.083221
경기도,여주시,북내면,31280370,2046,4004,37.356229,127.68915
서울특별시,중랑구,망우3동,11070680,1296,3996,37.591953,127.10284
서울특별시,도봉구,쌍문1동,11100510,1119,3993,37.653024,127.019418
경기도,성남시 수정구,태평2동,31021550,1057,3989,37.447609,127.13639
경기도,고양시 덕양구,삼송1동,31101512,1588,3981,37.663346,126.907002
인천광역시,옹진군,영흥면,23520370,1096,3981,37.257918,126.45841
경기도,광주시,광남2동,31250590,1531,3970,37.384028,127.227619
서울특별시,강서구,화곡4동,11160590,1671,3966,37.536181,126.859634
경기도,이천시,설성면,31210370,1695,3964,37.139608,127.523105
경기도,수원시 영통구,망포2동,31014680,1187,3955,37.23984,127.047612
인천광역시,중구,동인천동,23010580,1466,3951,37.475251,126.629949
경기도,수원시 팔달구,매교동,31013670,1168,3939,37.269313,127.014931
서울특별시,중구,신당5동,11020650,1516,3910,37.56537,127.022065
경기도,포천시,영중면,31270360,1223,3909,38.002587,127.252045
경기도,광명시,광명3동,31060530,1476,3902,37.48146,126.856188
경기도,부천시 원미구,역곡1동,31051571,1398,3885,37.492324,126.810371
서울특별시,강북구,삼양동,11090690,1314,3872,37.62391,127.015004
서울특별시,용산구,이촌1동,11030630,1405,3871,37.515175,126.971702
경기도,고양시 일산서구,일산2동,31104520,1631,3868,37.685655,126.773528
서울특별시,송파구,송파2동,11240620,1211,3866,37.502883,127.117013
경기도,부천시 오정구,원종1동,31053541,1703,3859,37.530324,126.804068
서울특별시,강서구,화곡8동,11160630,1550,3856,37.536109,126.848112
경기도,김포시,마산동,31230640,1672,3831,37.639225,126.641585
경기도,수원시 영통구,영통1동,31014640,1261,3826,37.260216,127.07565
인천광역시,연수구,옥련2동,23040600,1267,3799,37.4287,126.64656
인천광역시,중구,영종2동,23010691,1588,3788,37.495673,126.569338
경기도,광명시,광명7동,31060570,1127,3786,37.465451,126.851191
경기도,용인시 기흥구,동백1동,31192670,1373,3786,37.285785,127.164369
경기도,오산시,대원2동,31140582,1030,3783,37.138711,127.087071
경기도,수원시 장안구,조원2동,31011630,872,3764,37.30957,127.013036
서울특별시,성북구,장위2동,11080770,1368,3761,37.612258,127.052085
경기도,안산시 단원구,선부1동,31092680,1037,3743,37.332111,126.80809
인천광역시,연수구,선학동,23040520,1154,3738,37.429509,126.697661
서울특별시,강서구,등촌2동,11160530,1069,3728,37.545822,126.858985
인천광역시,동구,화수2동,23020530,319,3715,37.485059,126.63376
경기도,양평군,양서면,31580330,1282,3708,37.541264,127.380294
경기도,용인시 기흥구,상갈동,31192650,888,3704,37.265512,127.11117
경기도,성남시 수정구,신흥2동,31021520,1093,3694,37.449667,127.149212
서울특별시,강동구,암사2동,11250580,1074,3684,37.557058,127.123676
경기도,수원시 영통구,망포1동,31014670,1275,3668,37.239215,127.058597
경기도,안성시,삼죽면,31220410,1222,3657,37.067926,127.366609
경기도,성남시 수정구,단대동,31021600,936,3652,37.454855,127.157204
서울특별시,서대문구,북가좌1동,11130710,1411,3650,37.575641,126.907857
경기도,부천시 원미구,중4동,31051671,845,3642,37.50884,126.763241
서울특별시,금천구,시흥5동,11180610,1263,3614,37.447306,126.911323
경기도,포천시,일동면,31270370,1134,3613,37.964295,127.324351
경기도,여주시,대신면,31280360,1694,3606,37.377609,127.602514
경기도,고양시 덕양구,행신1동,31101650,1267,3602,37.622703,126.833962
서울특별시,동작구,상도3동,11200550,1323,3600,37.497788,126.932817
서울특별시,구로구,항동,11170740,1172,3586,37.480915,126.824829
경기도,파주시,적성면,31200370,1250,3575,37.958328,126.931081
인천광역시,남동구,만수2동,23050600,1544,3572,37.465294,126.735884
경기도,안산시 단원구,백운동,31092780,1299,3567,37.324019,126.799237
서울특별시,구로구,개봉2동,11170640,1454,3566,37.493556,126.856276
인천광역시,부평구,부평3동,23060530,1215,3562,37.484303,126.707199
인천광역시,부평구,부개1동,23060660,1351,3553,37.483879,126.735899
경기도,고양시 덕양구,효자동,31101560,936,3547,37.662873,126.958605
경기도,고양시 덕양구,행신4동,31101515,1096,3546,37.619656,126.848358
경기도,부천시 오정구,원종2동,31053551,1493,3520,37.525446,126.800809
경기도,부천시 소사구,괴안동,31052591,1303,3507,37.478745,126.806537
서울특별시,송파구,거여1동,11240530,1071,3502,37.494295,127.140598
경기도,광주시,퇴촌면,31250350,1818,3502,37.454036,127.33999
서울특별시,강북구,번2동,11090610,715,3495,37.629578,127.034744
경기도,가평군,조종면,31570360,1096,3475,37.867105,127.371685
서울특별시,양천구,신월4동,11150600,1248,3460,37.522272,126.839801
서울특별시,노원구,월계2동,11110520,978,3441,37.634014,127.051297
경기도,안양시 동안구,비산1동,31042510,926,3430,37.407267,126.933342
경기도,평택시,원평동,31070600,1041,3415,36.99245,127.07294
서울특별시,은평구,신사2동,11120660,1133,3398,37.592885,126.906225
경기도,성남시 분당구,분당동,31023510,835,3394,37.368827,127.144586
서울특별시,도봉구,창1동,11100590,1405,3384,37.648978,127.044734
경기도,고양시 덕양구,행신3동,31101514,1186,3359,37.625178,126.839742
서울특별시,성북구,정릉2동,11080630,1259,3348,37.603792,127.008337
경기도,가평군,상면,31570330,981,3348,37.790704,127.337722
서울특별시,영등포구,신길7동,11190690,894,3335,37.506054,126.919868
경기도,의정부시,장암동,31030560,895,3325,37.707202,127.063177
인천광역시,연수구,송도5동,23040690,1271,3325,37.417416,126.619567
서울특별시,서대문구,천연동,11130520,1072,3318,37.571315,126.956562
서울특별시,중랑구,면목5동,11070550,1049,3293,37.582558,127.0788
경기도,화성시,새솔동,31240670,1439,3279,37.282294,126.819354
경기도,동두천시,중앙동,31080530,1149,3275,37.908351,127.054494
서울특별시,강서구,가양2동,11160650,771,3266,37.566807,126.854355
인천광역시,미추홀구,용현2동,23090560,1405,3260,37.456979,126.643299
경기도,성남시 분당구,서현2동,31023590,1172,3238,37.375133,127.137474
서울특별시,동작구,상도4동,11200560,1306,3188,37.497461,126.941746
경기도,하남시,위례동,31180650,1102,3187,37.487904,127.15901
인천광역시,미추홀구,주안2동,23090660,1265,3184,37.455317,126.671901
경기도,부천시 원미구,원미2동,31051541,1129,3165,37.490773,126.790555
인천광역시,동구,만석동,23020510,656,3152,37.486342,126.623294
경기도,부천시 소사구,심곡본1동,31052511,1333,3148,37.479904,126.775842
경기도,평택시,통복동,31070610,1311,3139,36.997975,127.085575
인천광역시,부평구,부개2동,23060670,1209,3136,37.493104,126.737864
경기도,안양시 만안구,박달1동,31041630,1417,3134,37.404417,126.909082
서울특별시,도봉구,방학3동,11100570,1122,3132,37.66318,127.023547
서울특별시,용산구,이태원2동,11030660,1054,3116,37.541918,126.992059
경기도,안양시 동안구,신촌동,31042660,1019,3115,37.381104,126.957271
경기도,과천시,문원동,31110560,464,3115,37.424717,127.018677
서울특별시,성북구,장위1동,11080760,1454,3107,37.615051,127.044613
인천광역시,강화군,길상면,23510330,1361,3085,37.627124,126.497985
인천광역시,미추홀구,문학동,23090740,996,3079,37.436574,126.685548
경기도,여주시,세종대왕면,31280390,797,3077,37.294042,127.577759
경기도,의정부시,고산동,31030721,926,3056,37.723795,127.1041
서울특별시,금천구,독산4동,11180550,1207,3053,37.470155,126.903963
인천광역시,중구,영종1동,23010681,1333,3049,37.486842,126.558227
경기도,고양시 일산서구,일산1동,31104510,1277,3048,37.687855,126.766271
서울특별시,관악구,성현동,11210790,1122,3030,37.489474,126.951104
경기도,군포시,대야동,31160630,745,3026,37.335236,126.899962
경기도,하남시,신장1동,31180520,1052,3026,37.539907,127.2073
서울특별시,성북구,돈암2동,11080590,881,3018,37.59718,127.011394
서울특별시,양천구,신월6동,11150620,1187,3010,37.516842,126.84218
서울특별시,강북구,번3동,11090620,799,3005,37.623667,127.042169
인천광역시,미추홀구,주안7동,23090710,1278,2991,37.447057,126.677848
서울특별시,영등포구,도림동,11190750,1472,2980,37.509902,126.898193
서울특별시,강북구,삼각산동,11090730,1251,2961,37.618058,127.016459
서울특별시,구로구,구로1동,11170520,1002,2950,37.493154,126.875329
서울특별시,관악구,서림동,11210660,1139,2923,37.473709,126.941515
서울특별시,송파구,마천1동,11240550,1144,2919,37.495396,127.15616
경기도,화성시,매송면,31240310,928,2913,37.263617,126.906463
서울특별시,성동구,송정동,11040690,859,2885,37.55765,127.072735
서울특별시,은평구,응암2동,11120600,1254,2845,37.592219,126.922825
서울특별시,성동구,금호2·3가동,11040720,1381,2834,37.551499,127.019957
경기도,성남시 수정구,수진1동,31021580,1340,2814,37.438566,127.135688
경기도,시흥시,정왕4동,31150720,1072,2805,37.364402,126.731251
서울특별시,강동구,고덕1동,11250550,989,2798,37.561742,127.152084
경기도,여주시,점동면,31280310,613,2797,37.191119,127.684016
경기도,부천시 원미구,심곡3동,31051531,1058,2793,37.489812,126.774717
인천광역시,부평구,갈산2동,23060640,1165,2786,37.511384,126.726849
서울특별시,영등포구,신길3동,11190650,1109,2784,37.50724,126.904641
서울특별시,도봉구,방학2동,11100560,1285,2774,37.669293,127.032874
인천광역시,서구,가좌2동,23080630,1024,2755,37.494848,126.685854
인천광역시,연수구,연수3동,23040550,464,2752,37.419557,126.688309
서울특별시,관악구,삼성동,11210820,1020,2751,37.460612,126.930136
서울특별시,관악구,난곡동,11210810,1159,2746,37.470601,126.921171
경기도,수원시 권선구,입북동,31012620,1071,2741,37.290213,126.948301
경기도,동두천시,생연2동,31080520,1065,2729,37.900038,127.051245
서울특별시,강서구,화곡2동,11160570,1128,2724,37.532268,126.854359
경기도,동두천시,상패동,31080600,639,2722,37.9091,127.031465
서울특별시,서대문구,남가좌1동,11130690,901,2721,37.571961,126.91622
경기도,광명시,광명4동,31060540,972,2709,37.478919,126.85483
경기도,의왕시,내손2동,31170550,1022,2704,37.386112,126.982539
경기도,부천시 원미구,역곡2동,31051581,1243,2701,37.487761,126.803875
서울특별시,성동구,왕십리2동,11040520,1103,2698,37.56286,127.02781
경기도,포천시,영북면,31270390,1020,2693,38.073781,127.284869
경기도,성남시 수정구,태평3동,31021560,1163,2675,37.445649,127.132104
인천광역시,부평구,산곡3동,23060590,1028,2674,37.492187,126.705385
경기도,성남시 중원구,은행2동,31022560,1263,2662,37.461179,127.175019
서울특별시,은평구,수색동,11120680,756,2654,37.585606,126.894549
인천광역시,중구,용유동,23010630,933,2653,37.456691,126.397634
서울특별시,서대문구,북아현동,11130740,1071,2616,37.560187,126.955454
서울특별시,관악구,신원동,11210650,1073,2614,37.479254,126.926816
서울특별시,강동구,암사3동,11250590,1204,2609,37.561205,127.138613
경기도,수원시 팔달구,고등동,31013690,1110,2603,37.274375,127.003258
경기도,광주시,쌍령동,31250560,920,2588,37.402373,127.270962
경기도,양평군,서종면,31580350,1239,2570,37.609295,127.406323
서울특별시,서대문구,홍은1동,11130660,1192,2550,37.601384,126.946918
경기도,광명시,광명5동,31060550,1016,2526,37.477164,126.848613
서울특별시,금천구,시흥2동,11180580,820,2522,37.450989,126.919672
서울특별시,노원구,상계9동,11110730,782,2508,37.668592,127.061646
경기도,부천시 소사구,범박동,31052571,808,2490,37.468925,126.808935
경기도,평택시,신장2동,31070580,877,2484,37.076803,127.050282
경기도,구리시,교문2동,31120550,1059,2475,37.585924,127.133895
경기도,안양시 동안구,비산2동,31042520,646,2456,37.396929,126.939227
경기도,포천시,화현면,31270410,424,2449,37.898011,127.285211
서울특별시,성북구,정릉1동,11080620,1135,2429,37.603448,127.016701
경기도,하남시,덕풍2동,31180550,1157,2423,37.541501,127.199302
경기도,과천시,원문동,31110522,598,2411,37.420906,126.976682
경기도,여주시,강천면,31280380,489,2386,37.28846,127.726481
경기도,성남시 중원구,금광1동,31022530,719,2378,37.445237,127.166338
경기도,부천시 오정구,고강1동,31053531,956,2373,37.5344,126.810617
서울특별시,노원구,상계10동,11110740,622,2354,37.659734,127.057469
인천광역시,강화군,불은면,23510320,514,2353,37.683967,126.48191
경기도,고양시 일산서구,탄현2동,31104512,682,2348,37.700436,126.77048
인천광역시,부평구,산곡1동,23060570,677,2346,37.504691,126.695149
경기도,파주시,파평면,31200360,638,2342,37.914248,126.851342
서울특별시,서초구,반포2동,11220580,499,2341,37.507332,126.996027
경기도,양평군,강상면,31580310,848,2334,37.461063,127.467705
경기도,수원시 영통구,매탄4동,31014540,1063,2320,37.266821,127.048218
경기도,평택시,지산동,31070550,759,2303,37.076503,127.059295
경기도,성남시 분당구,수내3동,31023520,748,2299,37.364769,127.129326
서울특별시,용산구,효창동,11030580,645,2296,37.54287,126.960878
인천광역시,강화군,선원면,23510310,815,2293,37.716001,126.486305
서울특별시,동대문구,이문2동,11060900,889,2264,37.602933,127.067526
서울특별시,성동구,금호1가동,11040590,838,2259,37.553521,127.025254
서울특별시,송파구,풍납1동,11240510,757,2258,37.538424,127.114658
인천광역시,부평구,산곡4동,23060600,911,2245,37.500857,126.712013
경기도,용인시 수지구,상현1동,31193620,750,2207,37.306509,127.079791
서울특별시,서대문구,홍제2동,11130650,738,2198,37.584528,126.952434
서울특별시,성동구,금호4가동,11040620,952,2195,37.545378,127.024196
경기도,성남시 수정구,태평4동,31021570,732,2191,37.449461,127.140768
경기도,여주시,흥천면,31280330,798,2185,37.345433,127.533351
경기도,양평군,옥천면,31580340,856,2183,37.55178,127.486426
경기도,광명시,하안2동,31060630,654,2177,37.46471,126.874277
서울특별시,성동구,행당2동,11040570,859,2167,37.55663,127.029627
경기도,성남시 분당구,이매2동,31023610,692,2167,37.39889,127.122051
인천광역시,미추홀구,주안3동,23090670,522,2162,37.448609,126.687124
인천광역시,남동구,만수3동,23050610,888,2139,37.468025,126.727692
경기도,군포시,궁내동,31160600,681,2126,37.364661,126.91704
인천광역시,동구,송림2동,23020590,356,2119,37.477455,126.642885
인천광역시,미추홀구,숭의4동,23090540,888,2111,37.46227,126.657113
인천광역시,미추홀구,용현3동,23090570,850,2107,37.455281,126.652748
서울특별시,성북구,돈암1동,11080580,621,2104,37.59962,127.024077
경기도,가평군,북면,31570350,813,2081,37.944516,127.494161
서울특별시,용산구,보광동,11030700,982,2066,37.526902,127.000773
경기도,연천군,청산면,31550320,495,2065,38.010791,127.102083
서울특별시,용산구,용산2가동,11030520,722,2031,37.537635,126.983372
경기도,수원시 영통구,매탄1동,31014510,788,2012,37.270873,127.040129
경기도,성남시 수정구,양지동,31021620,587,1996,37.464162,127.165168
서울특별시,영등포구,신길5동,11190670,645,1988,37.502061,126.905463
경기도,안양시 만안구,안양9동,31041590,741,1987,37.378036,126.904071
서울특별시,성북구,장위3동,11080780,724,1980,37.618418,127.053102
서울특별시,종로구,창신2동,11010680,1003,1979,37.575858,127.010231
