sido,sigungu,dong,adm_cd,corp_cnt,tot_worker,lat,lon
서울특별시,성동구,용답동,11040700,2403,12301,37.558865,127.057579
서울특별시,강서구,방화1동,11160700,3364,12283,37.56861,126.817549
경기도,평택시,비전2동,31070650,3238,12256,36.990501,127.120036
서울특별시,동작구,대방동,11200680,2212,12253,37.506869,126.928121
경기도,고양시 덕양구,흥도동,31101511,2686,12239,37.636518,126.862899
경기도,수원시 영통구,광교2동,31014630,3216,12170,37.287283,127.072622
경기도,안성시,미양면,31220340,1518,12122,36.969494,127.22325
경기도,김포시,풍무동,31230540,4327,12122,37.606129,126.722312
경기도,하남시,천현동,31180510,2661,12105,37.512254,127.238322
경기도,포천시,선단동,31270520,2496,12097,37.861382,127.146827
경기도,의정부시,송산3동,31030710,3258,12055,37.753995,127.116653
경기도,수원시 장안구,파장동,31011540,2052,12051,37.320575,126.989376
경기도,용인시 수지구,상현3동,31193630,2428,12045,37.302226,127.06949
서울특별시,송파구,가락2동,11240670,3127,11987,37.49677,127.130676
경기도,고양시 덕양구,창릉동,31101580,3085,11918,37.631201,126.892184
경기도,김포시,사우동,31230530,3300,11909,37.61989,126.725965
서울특별시,동대문구,제기동,11060820,5109,11903,37.58371,127.037272
경기도,부천시 오정구,오정동,31053561,2225,11879,37.536394,126.779303
경기도,고양시 일산동구,장항1동,31103580,2755,11864,37.643621,126.761027
경기도,부천시 원미구,상3동,31051701,3156,11830,37.510815,126.751827
경기도,성남시 수정구,시흥동,31021660,1341,11795,37.412091,127.083406
인천광역시,서구,청라1동,23080740,3349,11759,37.530985,126.655367
서울특별시,성북구,삼선동,11080820,2387,11681,37.586627,127.011758
경기도,시흥시,배곧2동,31150750,4263,11658,37.363295,126.716469
경기도,수원시 팔달구,매산동,31013680,3158,11604,37.269027,127.004816
경기도,김포시,하성면,31230360,3059,11586,37.736646,126.641267
인천광역시,부평구,부평5동,23060550,3813,11527,37.495544,126.730463
경기도,군포시,금정동,31160560,3011,11517,37.366095,126.945318
서울특별시,동대문구,장안2동,11060880,3475,11466,37.575657,127.071998
경기도,안성시,원곡면,31220380,2079,11406,37.055938,127.147063
경기도,의정부시,신곡2동,31030580,3705,11287,37.745561,127.067866
경기도,안산시 상록구,이동,31091740,3652,11272,37.311502,126.855394
인천광역시,부평구,삼산2동,23060720,2449,11258,37.512499,126.737542
서울특별시,성동구,사근동,11040550,1208,11235,37.558062,127.045503
경기도,과천시,과천동,31110550,2420,11230,37.450843,127.008865
경기도,수원시 장안구,율천동,31011550,2656,11215,37.299424,126.971816
서울특별시,동대문구,회기동,11060710,1311,11205,37.593978,127.051685
경기도,안양시 동안구,평촌동,31042590,2060,11196,37.392345,126.975491
경기도,김포시,장기동,31230560,4305,11143,37.637102,126.678864
경기도,안성시,안성3동,31220530,2343,11100,37.026819,127.270701
경기도,시흥시,거북섬동,31150760,1682,11088,37.321993,126.693501
경기도,고양시 일산동구,백석2동,31103610,3154,11023,37.643125,126.784394
서울특별시,성동구,왕십리도선동,11040710,3205,10993,37.568667,127.028442
경기도,화성시,서신면,31240370,2151,10985,37.159993,126.703526
경기도,안성시,안성2동,31220520,2858,10967,36.992079,127.267153
경기도,양주시,백석읍,31260110,2879,10939,37.788936,126.977539
경기도,평택시,팽성읍,31070110,2906,10924,36.961359,127.036796
경기도,남양주시,호평동,31130510,3454,10923,37.663877,127.249492
경기도,남양주시,다산2동,31130590,2913,10904,37.597489,127.170881
서울특별시,강남구,개포4동,11230710,2739,10866,37.475393,127.053355
경기도,김포시,월곶면,31230350,2379,10862,37.736394,126.554257
경기도,포천시,군내면,31270310,2268,10860,37.877248,127.229486
인천광역시,미추홀구,주안5동,23090690,2302,10853,37.469195,126.680557
서울특별시,노원구,상계2동,11110660,3193,10784,37.658329,127.067273
경기도,시흥시,목감동,31150560,3665,10771,37.380247,126.853101
경기도,성남시 중원구,도촌동,31022610,2065,10766,37.419289,127.16104
경기도,의왕시,고천동,31170510,1777,10766,37.343051,126.986153
경기도,구리시,교문1동,31120540,2592,10759,37.579997,127.118147
경기도,고양시 덕양구,화정2동,31101630,2764,10756,37.633534,126.836676
경기도,과천시,중앙동,31110510,702,10752,37.435971,126.979324
인천광역시,미추홀구,주안1동,23090650,2877,10653,37.462013,126.680703
경기도,용인시 수지구,죽전1동,31193600,2072,10652,37.333013,127.129436
경기도,이천시,증포동,31210540,3432,10646,37.289687,127.454466
경기도,용인시 기흥구,보라동,31192660,2443,10592,37.244907,127.130939
서울특별시,성북구,월곡2동,11080720,1975,10567,37.603309,127.045341
경기도,파주시,운정5동,31200515,2621,10546,37.728916,126.715458
서울특별시,강남구,개포3동,11230511,743,10527,37.499021,127.078839
서울특별시,성북구,동선동,11080830,2562,10522,37.593774,127.018394
서울특별시,양천구,목5동,11150710,2255,10515,37.535974,126.87993
서울특별시,동작구,흑석동,11200710,1840,10506,37.505443,126.962244
서울특별시,동작구,사당1동,11200630,2353,10502,37.479787,126.977527
서울특별시,구로구,고척1동,11170610,2988,10501,37.500582,126.863773
경기도,안양시 만안구,안양6동,31041560,2936,10465,37.38772,126.924893
경기도,오산시,중앙동,31140510,2826,10381,37.153673,127.083882
경기도,가평군,가평읍,31570110,2858,10375,37.828815,127.4875
경기도,의정부시,송산1동,31030591,2413,10368,37.730935,127.080843
경기도,성남시 수정구,복정동,31021670,1455,10288,37.458841,127.130773
경기도,화성시,동탄7동,31240691,3139,10223,37.172797,127.112186
경기도,안양시 동안구,호계2동,31042630,2087,10214,37.382382,126.947039
경기도,부천시 원미구,원미1동,31051561,2380,10206,37.496359,126.793093
경기도,용인시 기흥구,신갈동,31192610,2492,10192,37.282967,127.101322
경기도,안양시 동안구,관양동,31042681,3091,10181,37.410953,126.964096
경기도,고양시 일산서구,덕이동,31104513,3185,10172,37.695806,126.743699
경기도,안산시 상록구,본오1동,31091540,4480,10167,37.286118,126.871957
서울특별시,서초구,내곡동,11220680,1411,10166,37.455942,127.070601
경기도,광주시,오포2동,31250512,3285,10163,37.367893,127.260959
서울특별시,용산구,원효로1동,11030720,2377,10143,37.537479,126.966621
경기도,수원시 권선구,금곡동,31012650,2969,10133,37.275393,126.944315
경기도,광주시,송정동,31250550,2669,10128,37.425035,127.262518
경기도,안성시,대덕면,31220350,2101,10125,37.03455,127.238576
경기도,용인시 기흥구,영덕2동,31192640,1913,10107,37.253123,127.091274
인천광역시,중구,신포동,23010530,2102,10103,37.467636,126.626509
인천광역시,연수구,송도4동,23040680,2064,10038,37.391625,126.622794
서울특별시,송파구,삼전동,11240640,2588,10028,37.50187,127.091992
경기도,고양시 일산동구,마두1동,31103560,1895,10014,37.662121,126.78378
서울특별시,마포구,성산1동,11140720,2345,9994,37.562015,126.911859
서울특별시,용산구,청파동,11030710,2132,9967,37.547593,126.966877
서울특별시,강서구,화곡1동,11160730,3711,9957,37.53378,126.840888
경기도,안산시 단원구,고잔동,31092740,1562,9928,37.324791,126.82344
서울특별시,강동구,천호3동,11250630,2340,9911,37.540581,127.132226
경기도,여주시,가남읍,31280110,2278,9849,37.209074,127.580219
서울특별시,서초구,방배본동,11220610,2394,9848,37.495984,126.987743
서울특별시,강남구,일원본동,11230720,677,9787,37.482348,127.084509
인천광역시,강화군,강화읍,23510110,2906,9786,37.751826,126.488235
서울특별시,강남구,세곡동,11230760,2372,9777,37.470707,127.104285
경기도,성남시 분당구,구미1동,31023720,2289,9770,37.34822,127.107085
경기도,수원시 장안구,정자3동,31011620,2334,9730,37.29839,126.984754
서울특별시,강동구,둔촌2동,11250710,1823,9712,37.531289,127.147314
서울특별시,광진구,자양1동,11050640,2052,9705,37.535487,127.080411
경기도,부천시 원미구,심곡2동,31051521,3361,9697,37.486607,126.784294
서울특별시,강북구,수유3동,11090650,3012,9686,37.640504,127.02172
경기도,화성시,송산면,31240360,2569,9678,37.228596,126.708678
서울특별시,강북구,번1동,11090600,2299,9609,37.638492,127.03003
서울특별시,마포구,서강동,11140760,2598,9603,37.546712,126.924987
경기도,고양시 일산동구,풍산동,31103540,2874,9580,37.662326,126.801284
서울특별시,양천구,신정3동,11150660,2925,9569,37.511796,126.840856
서울특별시,마포구,대흥동,11140600,1891,9562,37.552109,126.941418
서울특별시,광진구,군자동,11050540,2349,9553,37.553008,127.072558
서울특별시,동작구,상도1동,11200530,2421,9515,37.498219,126.953472
경기도,김포시,운양동,31230600,3472,9493,37.656084,126.685412
인천광역시,미추홀구,용현5동,23090590,3231,9485,37.448929,126.639434
인천광역시,서구,청라2동,23080780,3365,9440,37.533638,126.640827
경기도,파주시,파주읍,31200120,1880,9422,37.828527,126.814969
서울특별시,동대문구,답십리1동,11060910,3484,9406,37.571139,127.052014
경기도,의왕시,오전동,31170530,2421,9405,37.359221,126.983886
경기도,안산시 상록구,반월동,31091710,1665,9404,37.303187,126.906174
인천광역시,서구,청라3동,23080790,2061,9335,37.533874,126.620157
경기도,파주시,운정1동,31200512,3072,9332,37.731691,126.759869
경기도,구리시,수택3동,31120580,2066,9326,37.580706,127.148893
경기도,용인시 기흥구,구성동,31192560,2489,9301,37.295381,127.141344
경기도,수원시 권선구,곡선동,31012610,2762,9257,37.240473,127.031779
경기도,용인시 처인구,유림동,31191530,2139,9256,37.253525,127.212471
인천광역시,서구,검단동,23080800,2913,9195,37.612355,126.652499
서울특별시,중랑구,상봉2동,11070600,3321,9176,37.595223,127.083996
경기도,구리시,인창동,31120530,1843,9145,37.60961,127.127661
서울특별시,강동구,성내3동,11250670,3097,9124,37.528345,127.133769
서울특별시,송파구,장지동,11240810,1693,9122,37.482879,127.130507
서울특별시,성북구,석관동,11080850,2715,9117,37.608273,127.061263
경기도,시흥시,정왕본동,31150640,3624,9110,37.358019,126.752172
경기도,안양시 만안구,석수2동,31041610,2048,9097,37.419278,126.901394
서울특별시,노원구,상계1동,11110650,2545,9088,37.683315,127.065143
경기도,용인시 수지구,풍덕천1동,31193510,3116,9043,37.327933,127.094741
서울특별시,금천구,시흥3동,11180590,3609,9031,37.440051,126.906044
경기도,파주시,금촌2동,31200520,2868,8965,37.75175,126.776708
서울특별시,관악구,낙성대동,11210580,1921,8937,37.46771,126.959789
경기도,파주시,운정2동,31200570,3505,8927,37.726771,126.740298
서울특별시,강북구,송중동,11090710,2718,8875,37.617696,127.034115
경기도,시흥시,연성동,31150700,2526,8847,37.388576,126.805572
서울특별시,관악구,서원동,11210640,1722,8824,37.482423,126.933499
경기도,화성시,비봉면,31240330,2101,8824,37.232025,126.871673
경기도,용인시 처인구,백암면,31191350,2048,8798,37.143777,127.37982
경기도,이천시,호법면,31210330,1537,8790,37.21518,127.411997
서울특별시,종로구,혜화동,11010730,2234,8778,37.587378,126.997493
서울특별시,영등포구,대림3동,11190720,2754,8777,37.499856,126.897244
경기도,고양시 덕양구,행신2동,31101660,2609,8746,37.60732,126.842461
서울특별시,성동구,행당1동,11040560,1480,8735,37.559026,127.036088
경기도,군포시,군포2동,31160520,2405,8727,37.334634,126.937173
경기도,남양주시,평내동,31130520,2692,8723,37.646377,127.235086
경기도,포천시,포천동,31270510,2449,8665,37.894308,127.181927
서울특별시,마포구,연남동,11140710,3044,8652,37.563063,126.92151
서울특별시,중구,다산동,11020700,2029,8649,37.554939,127.008353
서울특별시,구로구,개봉3동,11170650,1179,8646,37.486545,126.851518
서울특별시,노원구,하계1동,11110580,1433,8645,37.638609,127.075185
경기도,시흥시,과림동,31150590,2849,8645,37.43247,126.834894
경기도,여주시,중앙동,31280520,2194,8645,37.274673,127.618143
경기도,용인시 수지구,성복동,31193590,2677,8631,37.319221,127.060568
인천광역시,계양구,계산1동,23070530,2620,8630,37.54072,126.718272
경기도,안산시 상록구,해양동,31091780,1673,8628,37.292858,126.831951
인천광역시,미추홀구,학익1동,23090600,2117,8628,37.438916,126.651972
경기도,양주시,회천2동,31260540,2342,8625,37.82526,127.047415
경기도,광주시,탄벌동,31250570,3040,8618,37.430997,127.226861
인천광역시,남동구,간석3동,23050570,2657,8581,37.469378,126.715487
경기도,양주시,남면,31260320,1677,8574,37.896067,126.979808
인천광역시,동구,송림4동,23020610,3891,8563,37.479463,126.651412
서울특별시,성북구,종암동,11080840,2637,8554,37.597406,127.033947
서울특별시,송파구,잠실3동,11240800,1899,8534,37.513865,127.096499
경기도,과천시,별양동,31110530,1255,8501,37.427572,126.994415
경기도,남양주시,금곡동,31130530,2255,8500,37.631992,127.21213
경기도,용인시 처인구,동부동,31191540,2434,8482,37.203784,127.251606
경기도,군포시,산본1동,31160540,2397,8459,37.372865,126.939802
경기도,안산시 상록구,월피동,31091580,2817,8433,37.344631,126.847682
서울특별시,은평구,역촌동,11120740,3160,8431,37.604663,126.914798
경기도,수원시 팔달구,행궁동,31013720,3048,8422,37.281938,127.01635
경기도,고양시 덕양구,관산동,31101600,2802,8394,37.709648,126.863828
경기도,수원시 장안구,송죽동,31011590,2534,8375,37.309882,127.00351
경기도,성남시 분당구,운중동,31023680,2008,8375,37.381913,127.058417
경기도,하남시,미사2동,31180630,3391,8360,37.579886,127.187755
경기도,고양시 일산서구,가좌동,31104514,2611,8303,37.685746,126.698538
경기도,시흥시,신현동,31150530,2483,8269,37.412837,126.774861
인천광역시,부평구,갈산1동,23060630,2461,8250,37.518702,126.726763
경기도,용인시 처인구,역북동,31191550,2482,8189,37.241154,127.18626
경기도,포천시,내촌면,31270320,1880,8170,37.797585,127.235342
경기도,포천시,신북면,31270340,1582,8138,37.944895,127.17125
경기도,고양시 덕양구,고양동,31101590,2274,8108,37.709138,126.904232
경기도,이천시,신둔면,31210310,1949,8107,37.313639,127.410359
서울특별시,은평구,응암1동,11120590,2494,8104,37.599252,126.927052
경기도,수원시 장안구,영화동,31011580,2641,8090,37.292221,127.013757
인천광역시,미추홀구,주안6동,23090700,2300,8080,37.461001,126.690812
경기도,부천시 오정구,성곡동,31053511,2623,8078,37.513546,126.80815
인천광역시,연수구,동춘1동,23040570,1407,8068,37.408703,126.659635
경기도,김포시,장기본동,31230620,2384,8054,37.64789,126.663397
인천광역시,동구,송현3동,23020570,2058,8028,37.488544,126.640824
인천광역시,계양구,작전2동,23070570,2133,8014,37.531601,126.721355
경기도,파주시,운정4동,31200514,2837,7939,37.72413,126.775967
서울특별시,구로구,오류2동,11170730,2030,7925,37.485344,126.838238
서울특별시,중구,장충동,11020580,980,7909,37.553475,127.000924
서울특별시,동대문구,청량리동,11060800,1739,7909,37.588933,127.045417
서울특별시,강동구,명일1동,11250530,2509,7906,37.550384,127.145922
서울특별시,동대문구,답십리2동,11060860,2566,7902,37.570722,127.06094
서울특별시,중랑구,면목3·8동,11070720,2567,7897,37.584519,127.098371
서울특별시,강남구,대치1동,11230600,1377,7874,37.49336,127.059086
인천광역시,계양구,효성2동,23070520,1970,7849,37.530192,126.69672
서울특별시,양천구,신정6동,11150690,972,7845,37.515256,126.87209
경기도,고양시 일산서구,주엽2동,31104560,2509,7843,37.672782,126.757234
서울특별시,송파구,방이1동,11240570,1943,7823,37.509841,127.122443
경기도,화성시,동탄3동,31240620,2347,7791,37.207663,127.055502
경기도,하남시,초이동,31180600,1752,7786,37.534185,127.173559
서울특별시,관악구,은천동,11210780,2096,7775,37.487061,126.942151
서울특별시,동대문구,전농1동,11060830,2770,7768,37.579075,127.050902
경기도,연천군,전곡읍,31550120,2554,7764,37.994258,127.037108
경기도,이천시,창전동,31210510,3135,7761,37.283544,127.445411
경기도,동두천시,송내동,31080610,2266,7755,37.880721,127.065042
인천광역시,남동구,간석4동,23050580,2235,7753,37.466675,126.698112
경기도,안산시 상록구,사동,31091760,2409,7727,37.2993,126.850793
서울특별시,중구,중림동,11020680,1239,7724,37.557397,126.966174
인천광역시,연수구,청학동,23040560,2113,7688,37.424792,126.664699
경기도,평택시,서정동,31070520,2571,7645,37.069496,127.053643
경기도,용인시 수지구,풍덕천2동,31193520,1968,7639,37.319856,127.089559
경기도,구리시,갈매동,31120510,3274,7627,37.631581,127.118122
서울특별시,광진구,중곡2동,11050560,2128,7619,37.558864,127.084594
경기도,의정부시,호원1동,31030550,2050,7619,37.706354,127.037066
경기도,수원시 권선구,권선2동,31012640,2274,7609,37.246033,127.024675
경기도,부천시 원미구,중3동,31051661,1880,7570,37.506871,126.77273
인천광역시,남동구,논현1동,23050720,2738,7510,37.409789,126.738765
서울특별시,은평구,대조동,11120580,3199,7509,37.612312,126.923145
경기도,양주시,옥정2동,31260571,2864,7470,37.817748,127.088079
경기도,고양시 덕양구,성사1동,31101540,2277,7449,37.659721,126.845309
경기도,화성시,병점1동,31240530,2134,7439,37.203356,127.034939
인천광역시,미추홀구,학익2동,23090610,1625,7421,37.4433,126.670349
서울특별시,중랑구,면목본동,11070710,3035,7407,37.588292,127.089437
서울특별시,도봉구,창4동,11100620,1644,7402,37.652625,127.05097
인천광역시,미추홀구,용현1·4동,23090760,1711,7377,37.4532,126.659205
서울특별시,송파구,문정1동,11240680,1804,7373,37.489165,127.125805
서울특별시,도봉구,도봉2동,11100650,1603,7365,37.681329,127.047712
경기도,화성시,동탄9동,31240720,1403,7365,37.183627,127.138887
경기도,이천시,대월면,31210350,1228,7340,37.212896,127.497735
경기도,부천시 소사구,옥길동,31052581,2641,7333,37.467741,126.822357
경기도,남양주시,수동면,31130340,1773,7311,37.726235,127.30408
서울특별시,강서구,우장산동,11160740,2340,7306,37.550609,126.841148
경기도,수원시 장안구,정자2동,31011570,2045,7305,37.293157,126.998339
경기도,안성시,양성면,31220360,1749,7277,37.081882,127.214325
서울특별시,중랑구,신내2동,11070700,1304,7275,37.611013,127.091476
인천광역시,서구,가정1동,23080541,2416,7268,37.531105,126.670985
경기도,부천시 원미구,중2동,31051651,1955,7258,37.497095,126.776332
서울특별시,광진구,구의1동,11050600,2526,7251,37.541509,127.085958
경기도,파주시,금촌3동,31200540,1915,7221,37.779919,126.748294
경기도,성남시 분당구,야탑2동,31023640,949,7207,37.408119,127.12744
서울특별시,서초구,반포3동,11220590,1373,7193,37.512368,127.004038
서울특별시,동작구,노량진1동,11200720,2136,7190,37.512179,126.949138
인천광역시,남동구,만수1동,23050590,1406,7172,37.450607,126.735265
서울특별시,강서구,가양3동,11160660,987,7149,37.561715,126.861091
서울특별시,관악구,남현동,11210630,1394,7136,37.464105,126.977829
경기도,부천시 소사구,송내1동,31052531,1817,7133,37.483777,126.75661
경기도,평택시,고덕면,31070330,1542,7122,37.037077,127.029253
경기도,수원시 권선구,호매실동,31012660,2604,7114,37.262499,126.953139
경기도,안양시 만안구,안양1동,31041510,2340,7085,37.399391,126.926227
경기도,남양주시,양정동,31130540,2184,7059,37.610939,127.191624
인천광역시,미추홀구,숭의1·3동,23090750,3550,7054,37.466775,126.645574
서울특별시,강북구,미아동,11090700,2148,7035,37.628653,127.026352
서울특별시,강동구,상일1동,11250760,1559,7015,37.550656,127.164782
인천광역시,연수구,옥련1동,23040510,2536,6994,37.420133,126.649686
경기도,안양시 만안구,안양2동,31041520,2026,6993,37.408885,126.91942
서울특별시,강북구,송천동,11090720,2358,6984,37.618075,127.025048
경기도,고양시 일산동구,정발산동,31103530,2562,6977,37.671893,126.778051
경기도,하남시,춘궁동,31180590,1849,6969,37.506497,127.194295
경기도,용인시 처인구,삼가동,31191560,863,6966,37.240097,127.165485
경기도,광명시,학온동,31060680,1845,6964,37.429427,126.855096
서울특별시,관악구,보라매동,11210520,1783,6940,37.490444,126.935068
서울특별시,도봉구,도봉1동,11100640,1743,6919,37.685384,127.026819
서울특별시,광진구,자양3동,11050660,1736,6904,37.531433,127.07104
인천광역시,남동구,서창2동,23050760,2020,6873,37.426984,126.748288
서울특별시,마포구,신수동,11140630,2171,6862,37.545632,126.934798
서울특별시,동작구,노량진2동,11200520,1907,6862,37.510856,126.938037
서울특별시,용산구,이태원1동,11030650,1821,6841,37.533603,126.993145
인천광역시,서구,가좌4동,23080650,1249,6803,37.48607,126.685995
경기도,부천시 소사구,소사본동,31052551,1978,6798,37.474534,126.79253
경기도,구리시,수택1동,31120560,2507,6794,37.597779,127.149458
서울특별시,은평구,불광1동,11120520,2179,6792,37.616947,126.938565
인천광역시,연수구,연수2동,23040540,2044,6792,37.41328,126.683879
경기도,파주시,법원읍,31200130,1539,6780,37.867062,126.893003
서울특별시,강동구,성내2동,11250660,2335,6776,37.535771,127.127722
경기도,수원시 장안구,조원1동,31011600,1931,6745,37.300607,127.016637
경기도,용인시 처인구,원삼면,31191340,1796,6726,37.163297,127.31346
경기도,수원시 장안구,연무동,31011610,1310,6715,37.324744,127.022893
경기도,용인시 수지구,죽전3동,31193610,1565,6712,37.325184,127.125039
경기도,오산시,신장2동,31140572,1822,6654,37.17368,127.065219
서울특별시,동대문구,이문1동,11060890,1527,6647,37.598328,127.060393
서울특별시,도봉구,창5동,11100630,1778,6624,37.655478,127.042745
인천광역시,부평구,십정1동,23060700,1572,6620,37.478099,126.694722
서울특별시,중랑구,중화2동,11070620,2311,6606,37.599202,127.075092
서울특별시,성북구,보문동,11080610,1626,6604,37.582835,127.019133
서울특별시,광진구,중곡1동,11050550,1995,6590,37.562058,127.077669
경기도,고양시 덕양구,행주동,31101640,1803,6569,37.607543,126.819743
경기도,안성시,안성1동,31220510,1512,6562,37.00423,127.28094
서울특별시,금천구,독산3동,11180540,2337,6532,37.475864,126.904698
경기도,연천군,연천읍,31550110,3412,6528,38.100213,127.114635
서울특별시,은평구,구산동,11120570,1740,6512,37.611079,126.907281
경기도,광명시,하안1동,31060620,1549,6497,37.457368,126.866446
서울특별시,구로구,구로4동,11170550,2315,6493,37.491464,126.890151
경기도,의정부시,가능동,31030680,2212,6465,37.75409,127.026336
인천광역시,미추홀구,숭의2동,23090520,1991,6463,37.461742,126.647542
경기도,오산시,신장1동,31140571,1960,6450,37.172032,127.051081
서울특별시,은평구,갈현2동,11120560,2100,6445,37.617946,126.912439
경기도,고양시 일산서구,탄현1동,31104511,2336,6441,37.694237,126.766412
서울특별시,중랑구,상봉1동,11070590,1778,6440,37.601799,127.090802
서울특별시,마포구,망원1동,11140690,2629,6439,37.554536,126.899759
인천광역시,부평구,일신동,23060690,1332,6431,37.475083,126.748712
경기도,수원시 권선구,구운동,31012570,2288,6407,37.280759,126.97048
경기도,양주시,회천1동,31260530,1660,6403,37.856846,127.075004
서울특별시,서대문구,홍은2동,11130680,1811,6393,37.587202,126.930962
경기도,시흥시,매화동,31150550,1858,6377,37.406313,126.823849
경기도,수원시 권선구,세류2동,31012530,1971,6312,37.244231,127.007267
경기도,가평군,청평면,31570320,2124,6290,37.735165,127.429306
경기도,고양시 덕양구,삼송2동,31101513,1945,6265,37.651858,126.874615
서울특별시,노원구,월계1동,11110510,1576,6237,37.621782,127.058226
서울특별시,강동구,암사1동,11250720,2300,6236,37.552726,127.133401
인천광역시,부평구,청천1동,23060610,1636,6231,37.517925,126.694079
경기도,성남시 분당구,판교동,31023750,1453,6219,37.387814,127.09269
서울특별시,관악구,조원동,11210720,2009,6207,37.483692,126.90735
인천광역시,남동구,간석1동,23050550,1940,6202,37.459586,126.700212
인천광역시,계양구,계양2동,23070610,2393,6200,37.548746,126.740943
경기도,양주시,장흥면,31260340,1637,6187,37.717282,126.963474
경기도,용인시 수지구,죽전2동,31193550,1599,6181,37.330284,127.107574
경기도,수원시 권선구,세류3동,31012540,2095,6172,37.259813,127.015172
경기도,안양시 만안구,박달2동,31041640,1169,6168,37.396173,126.888427
인천광역시,미추홀구,주안4동,23090680,1424,6165,37.454449,126.687061
경기도,성남시 중원구,하대원동,31022600,1793,6144,37.428114,127.145854
서울특별시,성북구,성북동,11080810,1733,6133,37.596692,126.994077
서울특별시,양천구,신정7동,11150700,1393,6132,37.509694,126.865359
경기도,평택시,동삭동,31070680,1942,6130,37.016922,127.098197
경기도,화성시,기배동,31240560,1587,6126,37.223988,126.988552
서울특별시,강북구,인수동,11090750,1876,6124,37.6375,127.003593
경기도,안성시,죽산면,31220400,1198,6091,37.048721,127.42185
서울특별시,종로구,숭인2동,11010710,2234,6085,37.574331,127.020365
경기도,의정부시,호원2동,31030650,2005,6036,37.721127,127.030359
경기도,화성시,동탄4동,31240640,2028,6032,37.195611,127.111743
경기도,안산시 단원구,선부3동,31092700,2096,6018,37.354171,126.822657
서울특별시,동작구,사당2동,11200730,2091,6011,37.49728,126.974894
서울특별시,구로구,수궁동,11170690,1487,6010,37.498327,126.825973
서울특별시,광진구,능동,11050590,1103,5980,37.550571,127.081787
서울특별시,양천구,신정1동,11150640,1478,5980,37.519822,126.859649
서울특별시,관악구,행운동,11210570,1909,5967,37.480892,126.960577
경기도,용인시 수지구,신봉동,31193530,2051,5922,37.332351,127.057511
서울특별시,광진구,자양4동,11050670,2015,5913,37.533718,127.062481
서울특별시,용산구,원효로2동,11030570,1459,5904,37.534728,126.95247
경기도,이천시,관고동,31210530,1578,5903,37.287614,127.421694
서울특별시,중랑구,면목2동,11070520,2180,5899,37.589261,127.077958
서울특별시,노원구,상계5동,11110690,2500,5882,37.665811,127.070041
경기도,안양시 동안구,비산3동,31042530,1833,5851,37.419864,126.951522
서울특별시,노원구,중계본동,11110600,1531,5821,37.648635,127.086078
서울특별시,관악구,신림동,11210690,2137,5820,37.487563,126.928381
경기도,동두천시,소요동,31080580,844,5809,37.94779,127.05627
서울특별시,서대문구,홍제1동,11130620,1429,5803,37.585832,126.944247
서울특별시,송파구,위례동,11240820,1466,5786,37.480913,127.141714
서울특별시,광진구,자양2동,11050650,1923,5780,37.529113,127.082801
서울특별시,광진구,중곡3동,11050570,1585,5779,37.567886,127.08186
경기도,수원시 팔달구,우만1동,31013540,1774,5764,37.287812,127.03346
경기도,의정부시,송산2동,31030700,1965,5747,37.739723,127.093914
서울특별시,영등포구,영등포본동,11190730,1610,5725,37.515357,126.909171
경기도,부천시 원미구,약대동,31051631,1550,5724,37.513419,126.769068
경기도,용인시 기흥구,상하동,31192600,1372,5696,37.261603,127.143624
인천광역시,부평구,십정2동,23060710,2331,5690,37.473069,126.702602
경기도,고양시 덕양구,원신동,31101520,1602,5687,37.671409,126.864721
서울특별시,구로구,개봉1동,11170720,2187,5685,37.50001,126.851424
서울특별시,은평구,응암3동,11120730,2178,5684,37.58884,126.917595
경기도,안산시 상록구,본오3동,31091560,1882,5679,37.301075,126.867398
서울특별시,서대문구,남가좌2동,11130700,1828,5672,37.578151,126.921325
경기도,시흥시,월곶동,31150690,1841,5671,37.383882,126.758343
경기도,고양시 일산동구,중산2동,31103512,1565,5654,37.68104,126.786683
경기도,광주시,신현동,31250513,2708,5652,37.366226,127.161561
서울특별시,광진구,구의2동,11050610,1690,5644,37.551117,127.093683
서울특별시,강남구,일원1동,11230730,1115,5643,37.495281,127.089144
서울특별시,성북구,정릉3동,11080640,874,5640,37.612108,126.994664
서울특별시,성북구,길음2동,11080680,1609,5638,37.608132,127.027207
경기도,안산시 상록구,사이동,31091770,1824,5632,37.284331,126.844898
경기도,군포시,재궁동,31160570,1249,5623,37.358594,126.937378
인천광역시,남동구,간석2동,23050561,1597,5604,37.461301,126.711286
경기도,광명시,하안3동,31060640,1649,5603,37.459894,126.882278
서울특별시,강북구,수유1동,11090630,1771,5602,37.629793,127.009821
경기도,고양시 일산서구,송포동,31104580,1650,5593,37.667016,126.722675
서울특별시,중랑구,묵1동,11070640,2043,5587,37.614601,127.081395
경기도,가평군,설악면,31570310,1538,5583,37.6533,127.49907
경기도,시흥시,능곡동,31150670,1883,5582,37.364961,126.808738
서울특별시,중구,황학동,11020670,2405,5555,37.569358,127.020816
경기도,이천시,백사면,31210320,1191,5549,37.325579,127.482595
경기도,안산시 단원구,선부2동,31092690,2128,5545,37.34523,126.801015
인천광역시,남동구,구월4동,23050540,1857,5542,37.448432,126.722557
인천광역시,부평구,삼산1동,23060650,1985,5537,37.520392,126.7469
경기도,부천시 원미구,상1동,31051681,1837,5517,37.492982,126.751281
